id;class;avg;sentence;particle;verb;unigrams;all;nounsabs;subjabs;objabs;subjcase;objcase;objanimacy;subjanimacy;casegovernment;advfreq;vfreq;pvfreq
1140;non-literal;4.33;'tõrge võtma kõrv vastu vaid mati kõrts ja jaan willem sibul';vastu;võtma;non-literal;4.67;7.08;8.79;6.73;nom;gen;yes;no;0;82284;350220;35929
1141;non-literal;4.33;'neljapäev võtma president kadriorg vastu tublim kõrgkool ja üldhariduskool lõpetaja';vastu;võtma;non-literal;4.41;5.74;7.15;5.54;nom;part;yes;yes;0;82284;350220;35929
1142;non-literal;4.33;'1999 aasta võtma keskhaigla ämmaemand vastu 2664 sünnitus';vastu;võtma;non-literal;4.46;5.84;7.85;6.95;nom;part;no;yes;0;82284;350220;35929
1143;non-literal;4.33;'see aga andma mina jõud vastu pidama ja lootma et aeg muutuma';vastu;pidama;non-literal;1.57;2.48;0;0;nosubj;noobj;0;0;0;82284;756544;11376
1144;non-literal;4.33;'võib-olla pidama kuiv ilm vastu ka pühapäev kuid atland olema tulema tsüklon';vastu;pidama;non-literal;3.73;6.6;6.23;4.93;nom;gen;no;no;0;82284;756544;11376
1145;non-literal;4.33;'ja karpin närv pidama hästi vastu';vastu;pidama;non-literal;2.8;5.87;5.03;0;nom;noobj;0;no;0;82284;756544;11376
1146;non-literal;4.33;'masin pidama hästi vastu kuigi töökoormus suur';vastu;pidama;non-literal;2.32;5.09;8.17;0;nom;noobj;0;no;0;82284;756544;11376
1147;non-literal;4.33;'tema olema vapralt vastu pidama';vastu;pidama;non-literal;1.71;0;3.27;0;nom;noobj;0;yes;0;82284;756544;11376
1148;non-literal;4.33;'väljatulek menutükk ja kolm oscar saama film olema küll ajaproov vastu pidama';vastu;pidama;non-literal;3.18;4.92;7.22;0;nom;noobj;0;no;all;82284;756544;11376
1149;non-literal;4.33;'see amet saama pidama vastu ainult raudne ausus';vastu;pidama;non-literal;1.99;3.19;0;0;nosubj;noobj;0;0;0;82284;756544;11376
1150;non-literal;4.33;'lille käima soome tütar sünnitama ja katsuma ühiskorter vastu pidama';vastu;pidama;non-literal;4.35;7.1;3.27;0;nom;noobj;0;yes;0;82284;756544;11376
1151;non-literal;4.33;'eesti majandus ei pidama vastu väga kõrge saastemaks';vastu;pidama;non-literal;2.2;3.38;2.81;0;nom;noobj;0;no;all;82284;756544;11376
1152;non-literal;4.33;'oleks tema kolm kuu noorteaeg vastu pidama saama rakendama ka tema arvutiteadmine';vastu;pidama;non-literal;3.05;5.1;3.27;0;nom;noobj;0;yes;0;82284;756544;11376
1153;non-literal;4.33;'publik oigama palju ei pidama vastu ja astuma saal lihtsalt välja';vastu;pidama;non-literal;3.67;7.88;2.55;0;nom;noobj;0;yes;0;82284;756544;11376
1154;literal;0;'sama päev kui võtma postkast välja eks kaubamaja üllitis sattuma mina kätte üro raport kultuur ja areng';välja;võtma;non-literal;3.76;5.8;1.91;7.12;nom;gen;no;yes;el;322547;350220;7520
1155;literal;2;'kasulik olema võtma laen välja mitu osa vastavalt töö ajagraafik';välja;võtma;non-literal;2.87;3.92;0;5.02;nosubj;nom;no;0;0;322547;350220;7520
1157;non-literal;4.33;'pealtnäha tunduma keeruline laulma mööda lava ringi tantsima ning samas võtma välja keeruline noot viiul';välja;võtma;literal;4.1;7.98;0;6.92;nosubj;part;no;0;0;322547;350220;7520
1158;non-literal;3;'inimene ei võtma niisugune raha kuskilt välja';välja;võtma;non-literal;3.63;6.85;6.18;7.52;nom;part;no;yes;abl;322547;350220;7520
1159;non-literal;4.67;'olema korduvalt ise külg sinine kukkuma kui mina suss märg põrand jooksma kurv välja ei võtma';välja;võtma;non-literal;4.46;7.26;1.91;6.85;nom;part;no;yes;0;322547;350220;7520
1160;non-literal;4.67;'juchnewitsh sõna võtma see võhma välja ning eesti raudtee muutumine re as lükkuma edasi';välja;võtma;non-literal;3.32;4.22;2.13;5.31;nom;gen;no;no;0;322547;350220;7520
1161;literal;1.67;'palju võtma võit välja teine inimene pass et ei tulema koju tülitama';välja;võtma;non-literal;3.85;5.92;2.55;2.07;nom;gen;no;yes;0;322547;350220;7520
1162;literal;0;'elmot võtma pildialbum välja ja rääkima see vana asi';välja;võtma;non-literal;3.71;5.49;5.16;7.72;nom;nom;no;yes;0;322547;350220;7520
1163;literal;1;'tema lihtsalt olema põhjus raha välja võtma sest raha olema miski tegema';välja;võtma;non-literal;2.84;5.5;0;7.52;nosubj;part;no;0;0;322547;350220;7520
1164;non-literal;3.33;'kust sihuke filmikirjutis välja võtma';välja;võtma;non-literal;2.86;6.55;0;6.55;nosubj;nom;no;0;0;322547;350220;7520
1165;non-literal;3;'nii pruukima maantee käik välja võtma ja auto kümmekond sekund hoog liikuma laskma';välja;võtma;non-literal;4.14;6.31;0;6.58;nosubj;nom;no;0;0;322547;350220;7520
1167;non-literal;4.33;'karpin ei minema ise välja';välja;minema;non-literal;3.44;6.7;6.7;0;nom;noobj;0;yes;el;322547;395921;6638
1168;literal;0;'nikulin minema välja ja rääkima garderoob kurb lugu';välja;minema;non-literal;4.35;6.67;6.83;0;nom;noobj;0;yes;0;322547;395921;6638
1169;literal;1;'päev kui ärkama tegema ise korda õhtu minema välja või keegi küla';välja;minema;non-literal;3.55;4.37;1.91;0;nom;noobj;0;yes;0;322547;395921;6638
1170;non-literal;4.33;'juba algus minema teadlikult risk peale välja et paigaldamine ja seadistamine käigus võima ootamatus ette tulema';välja;minema;non-literal;2.15;3.86;1.91;0;nom;noobj;0;yes;0;322547;395921;6638
1171;non-literal;4;'plekk olema üldse välja minema hoolimata plekieemaldi';välja;minema;non-literal;2.82;6.51;6.51;0;nom;noobj;0;no;0;322547;395921;6638
1172;non-literal;4.33;'ka märg saama ja vormist välja minema kübar saama kübaraäri uuesti vormima';välja;minema;non-literal;4.1;5.01;0;0;nosubj;noobj;0;0;0;322547;395921;6638
1173;non-literal;4.33;'sots olema ütlema et seee asi tema minema kuni riigikohtu välja sest tegu olema põhiseadus rikkumine';välja;minema;non-literal;2.49;3.04;3.17;0;nom;noobj;0;yes;0;322547;395921;6638
1174;literal;1.33;'kas siit minema tee välja muuseum eeskoda või sisse hauakamber';välja;minema;literal;4.62;6.85;3.38;0;nom;noobj;0;no;adt;322547;395921;6638
1175;non-literal;3;'ma tahtma algselt lisama eessõna sellekohane märkus mis jääma paraku välja';välja;jääma;non-literal;1.95;3.44;1.14;0;nom;noobj;0;no;0;322547;390451;5832
1176;non-literal;3;'laenamine jääma tõenäoliselt üldse kohtusfäär välja';välja;jääma;non-literal;1.92;3.21;3.21;0;nom;noobj;0;no;el;322547;390451;5832
1177;literal;1;'kraaniosa ja toru panema karpraud sisse välja jääma ainult nupp kuhu vajutamine vesi mõni aeg jooksma';välja;jääma;literal;4.31;6.75;8.03;0;nom;noobj;0;no;0;322547;390451;5832
1178;literal;2;'kuid kivi jääma mina endiselt tasku nüüd tema jaoks kes küllalt kaugel et mina silmaring välja jääma';välja;jääma;non-literal;2.35;6.08;0;0;nosubj;noobj;0;0;el;322547;390451;5832
1179;non-literal;3;'see hõlmav paar stseen mis oma aeg välja jääma kuna olema tehniline piisavalt kõrge tase';välja;jääma;non-literal;2.45;3.98;6.3;0;nom;noobj;0;no;0;322547;390451;5832
1180;non-literal;3;'olema kuulma nurin et mõni oluline nimi olema välja jääma';välja;jääma;non-literal;2.5;3.7;5.22;0;nom;noobj;0;no;0;322547;390451;5832
1181;non-literal;3;'toiduretsept autor ja restoranipidaja jääma tema huviorbiit välja';välja;jääma;non-literal;4.01;5.68;6.85;0;nom;noobj;0;yes;el;322547;390451;5832
1182;non-literal;3;'sealjuures olema välja jääma sellised võtmesõna nagu tšehhoslovakkia raamat mitte-olemine või jõudeelu';välja;jääma;non-literal;3.06;4.52;2.02;0;nom;noobj;0;no;0;322547;390451;5832
1183;non-literal;3;'rasestumisvastane punkt jääma tööleping välja ja rohkem see jutt ei tegema';välja;jääma;non-literal;2.96;3.99;5.65;0;nom;noobj;0;no;el;322547;390451;5832
1184;non-literal;3;'see mis eesti ettevõte tegelikult ja iga päev toimuma jääma ajakirjanik vaateväli kahjuks välja';välja;jääma;non-literal;2.82;4.79;2.13;0;nom;noobj;0;no;el;322547;390451;5832
1185;non-literal;3;'ilmselt huvitama korraldaja soomeugri temaatika edasikestmine noorem põlv kunst mistõttu olema näitus välja jääma ka teine rahvas kunst';välja;jääma;non-literal;3.69;5.22;6.77;0;part;noobj;0;no;abl;322547;390451;5832
1186;literal;0.67;'suitsutusruum välja jääma vasak käsi suur hästilõhnav kast';välja;jääma;non-literal;4.87;6.73;6.24;0;nom;noobj;0;no;el;322547;390451;5832
1187;non-literal;3;'firma jääma välja sõjatööstusprogramm';välja;jääma;non-literal;3.47;5.84;5.84;0;nom;noobj;0;no;el;322547;390451;5832
1190;literal;0.67;'põõsas vahelt ilmuma välja kaks higine meesterahvas teine see hinnatud ning nimekas valga politseiametnik';välja;ilmuma;literal;4.56;7.23;6.5;0;nom;noobj;0;yes;abl;322547;45772;2277
1196;non-literal;3.33;'jaapan ilmuma välja ainuke vahetult pärast laevahukk kirjutama päevikuvorm mälestusteraamat üks pääsenu';välja;ilmuma;non-literal;4.2;5.92;7.26;0;nom;noobj;0;no;0;322547;45772;2277
1200;non-literal;4.33;'hea side rektor ajama kool välja raha uus hoone ehitamine';välja;ajama;non-literal;4.86;6.06;6.94;7.52;nom;gen;no;yes;0;322547;50395;2078
1201;non-literal;4.33;'mees rabama elu eest töö tegema lunima linnaametnik koostama äriplaan ajama pank laen välja haldama maja';välja;ajama;non-literal;4.18;5.44;7.31;5.02;nom;part;no;yes;el;322547;50395;2078
1202;literal;0;'põleng tõttu ajama püha aegu kodu välja viis tuletõrjeauto jagu mees';välja;ajama;non-literal;4.58;5.58;0;7.31;nosubj;nom;yes;0;el;322547;50395;2078
1203;literal;0;'laut ajama välja umbes 130 lehm lüpsilehm olema see 70-80';välja;ajama;non-literal;4.6;7.64;0;7.92;nosubj;nom;yes;0;el;322547;50395;2078
1204;non-literal;4;'sünnipäev olema lihtsalt üks tore põhjus jalg kõht alt välja ajama ja kindel koht kokku sõitma';välja;ajama;literal;4.08;5.5;0;8.73;nosubj;nom;no;0;abl;322547;50395;2078
1205;literal;0;'põrguline pomisema tema ise tekk alt välja ajama';välja;ajama;non-literal;4.43;6.46;3.27;1.58;nom;part;yes;yes;abl;322547;50395;2078
1206;literal;0.67;'lõpuks saama tema aeg täis keris põlema läbi ja boiler hakkama vesi välja ajama';välja;ajama;literal;3.76;6.68;8.32;8.26;nom;part;no;no;0;322547;50395;2078
1207;non-literal;4.33;'auhind välja ajama rada tähistama joogipunkt paika panema jne';välja;ajama;non-literal;4.96;7.05;0;6.94;nosubj;nom;no;0;0;322547;50395;2078
1208;literal;2;'tõsi olema et hipi püüdma pääsema välja tavaline eksistents raam';välja;pääsema;literal;2.61;3.81;4.93;0;nom;noobj;0;yes;el;322547;65253;1700
1209;literal;0;'paarike õnnestuma autorusu välja pääsema';välja;pääsema;literal;4.33;7.11;7.02;0;nom;noobj;0;yes;el;322547;65253;1700
1210;literal;2;'täna üritama leidma käik et pääsema välja see probleemne olukorrd mis olema venemaa suhe balti riik';välja;pääsema;literal;2.52;3.58;0;0;nosubj;noobj;0;0;el;322547;65253;1700
1211;literal;2;'inimene ei pääsema kuidagimoodi välja oma keel ega see keel looma tekst täitma ruum';välja;pääsema;literal;3.31;5.18;6.18;0;nom;noobj;0;yes;el;322547;65253;1700
1212;literal;0;'laevaarst jääma arvatavasti oma tööpost vastuvõtutuba kust laev kreen kalduma olema võimalik välja pääsema';välja;pääsema;literal;3.61;6.97;0;0;nosubj;noobj;0;0;el;322547;65253;1700
1213;literal;2;'naine liikuma ainult kark ja pääsema oma korter välja haruharva';välja;pääsema;literal;4.11;7.98;7.5;0;nom;noobj;0;yes;el;322547;65253;1700
1214;literal;1;'džinn kippuma pudel välja pääsema';välja;pääsema;literal;4.6;7.83;7.07;0;nom;noobj;0;yes;el;322547;65253;1700
1215;literal;0.67;'nii ei pidama martti võimalik vastama oma vana nõukogu vangla välja pääsema kolleeg kiri';välja;pääsema;non-literal;3.37;6.01;0;0;nosubj;noobj;0;0;el;322547;65253;1700
1216;literal;0;'kolmas päev üritama lõpuks mets välja pääsema';välja;pääsema;literal;3.98;7.14;0;0;nosubj;noobj;0;0;el;322547;65253;1700
1217;literal;0;'isa toetama jäägitu heldimus poeg püüe pääsema välja perspektiivitu tööliskeskkond';välja;pääsema;literal;3.2;4.48;0;0;nosubj;noobj;0;0;el;322547;65253;1700
1218;literal;1;'automaatkäigukast olema vähevilunud üpris raske hang välja pääsema';välja;pääsema;literal;3.63;7.81;0;0;nosubj;noobj;0;0;el;322547;65253;1700
1219;literal;1;'puhkus aeg pääsema vang vahel välja mõni loeng või eksamisessioon';välja;pääsema;literal;3.33;4.1;4.75;0;nom;noobj;0;yes;0;322547;65253;1700
1228;non-literal;3.67;'peaasi paistma olema see et soome naispoliitik olema esmakordselt osutuma liha ja veri inimene ning julge see ka välja näitama';välja;näitama;non-literal;3.2;5.61;4.17;2.13;nom;part;no;yes;0;322547;118806;1265
1229;non-literal;3.67;'vanem laps kartma oma hirm välja näitama ja elama see ise';välja;näitama;non-literal;2.99;4.33;7.62;1.04;nom;part;no;yes;0;322547;118806;1265
1230;non-literal;3.67;'nukrus siiski keegi välja ei näitama';välja;näitama;non-literal;2.62;1.43;5.03;1.43;nom;part;no;yes;0;322547;118806;1265
1231;non-literal;3.67;'enamasti püüdma mängur oma tusatuju ja närvilisus siiski mitte välja näitama';välja;näitama;non-literal;2.17;3.11;5.84;1.41;nom;part;no;yes;0;322547;118806;1265
1232;non-literal;3.67;'nimelt ei pelgama detektiiv kelly välja näitama tõeline tunne ent suutma vajadus olema ka kõva kui kivi';välja;näitama;non-literal;2.69;4.65;6.57;1.18;nom;part;no;yes;0;322547;118806;1265
1233;non-literal;3.67;'habe olema lühike ja mina olema mingi meisterlikkus välja näitama';välja;näitama;non-literal;2.89;4.92;1.91;1.24;nom;part;no;yes;0;322547;118806;1265
1234;non-literal;3.67;'kui ka mõni reisija olema ebameeldiv siis ei tohtima kunagi see välja näitama';välja;näitama;non-literal;2.52;7.78;0;2.13;nosubj;part;no;0;0;322547;118806;1265
1235;non-literal;3.67;'alekperov ei oskama inglise keel või vähemasti ei näitama välja et oskama';välja;näitama;non-literal;3.04;4.98;6.32;0;nom;noobj;0;yes;0;322547;118806;1265
1236;non-literal;3.67;'simeon ii olema veendunud demokraat ning näitama alati välja oma toetus bulgaaria põhiseadus ja rahvas';välja;näitama;non-literal;3.69;5.69;6.25;5.83;nom;part;no;yes;0;322547;118806;1265
1249;non-literal;4;'jakobson tähelend lõppema 1953 aasta mil tema partei välja heitma';välja;heitma;non-literal;3.7;4.39;0;3.27;nosubj;nom;yes;0;el;322547;18862;1000
1250;non-literal;4;'maksumaksja liit heitma maksu ja tolliamet enriko aava solvamine pärast oma nõukoda välja';välja;heitma;non-literal;3.99;4.82;2.88;5.34;nom;gen;yes;yes;el;322547;18862;1000
1251;non-literal;4.33;'välja võima ülikool heitma ka looderdamine eest';välja;heitma;non-literal;3.1;3.67;0;0;nosubj;noobj;0;0;el;322547;18862;1000
1252;non-literal;4;'1993 1994 viima kert läbi suurpuhastus ning heitma kaitseliit välja kolm tuhat mees';välja;heitma;non-literal;4.17;5.73;6.31;7.31;nom;part;yes;yes;el;322547;18862;1000
1253;non-literal;4;'laiskur tiit pruuli ja mart laar heitma mitteosalemine pärast kaitseliit välja';välja;heitma;non-literal;4.52;5.44;0;6.25;nosubj;nom;yes;0;el;322547;18862;1000
1254;non-literal;4;'oma tutvusringkond heitma aga selline mina aeg kangelane trendikujundaja armutult välja';välja;heitma;non-literal;2.95;4.21;1.91;6.04;nom;nom;yes;yes;el;322547;18862;1000
1255;non-literal;4;'dopingutulemus selguma kuulutama rebagliati patustaja ja heitma olümpiaküla välja';välja;heitma;non-literal;3.73;5.15;0;5.37;nosubj;nom;yes;0;el;322547;18862;1000
1256;non-literal;4;'armsastus ravitseja olema arst rida välja heitma';välja;heitma;non-literal;4.2;5.21;0;6.01;nosubj;nom;yes;0;el;322547;18862;1000
1257;non-literal;4;'kuldne süda röövel olema tegelikult homoseksuaalne lindprii kes heteroseksuaalne ühiskond välja heitma';välja;heitma;non-literal;3.87;5.49;0;1.42;nosubj;nom;yes;0;el;322547;18862;1000
1258;non-literal;4;'samasugune põlgus tabama jooksukuulsus emil zatopekk kes heitma välja armee ja kompartei';välja;heitma;non-literal;3.74;5.08;0;1.42;nosubj;nom;yes;0;el;322547;18862;1000
1259;non-literal;4;'vatikan poolt ametlik kirik välja heitma pius x vennaskond kavatsema eesti põrand alt välja tulema';välja;heitma;non-literal;4.06;5.5;0;0;nosubj;noobj;0;0;el;322547;18862;1000
1260;non-literal;4;'kehvast ja kohati lausa väär suhtlemine avalikkus saama algus mürgel mis tagajärg heitma tallinn börs pro kapital oma rida välja';välja;heitma;non-literal;3.15;4.28;7.02;4.14;nom;gen;no;no;el;322547;18862;1000
1261;non-literal;3.33;'tema tundma seal üks talumees kes üürima välja ait';välja;üürima;non-literal;4.13;7.81;1.42;8.09;nom;part;no;yes;0;322547;3285;602
1262;non-literal;3.33;'välja olema üürima umbes 40 protsent pind';välja;üürima;non-literal;3.73;4.89;0;2.9;nosubj;part;no;0;0;322547;3285;602
1263;non-literal;3.33;'tartlanna eve v elama ihaste linnakorter üürima tema tudeng välja';välja;üürima;non-literal;5.06;6.04;3.27;6.6;nom;part;no;yes;all;322547;3285;602
1264;non-literal;3.33;'miks sina ei elama rataskaev tänav korter vaid olema see soome kodanik välja üürima';välja;üürima;non-literal;4.12;7.18;3.02;2.13;nom;gen;no;yes;all;322547;3285;602
1265;non-literal;3.33;'kõik vanur ei elama seal ning üürima oma korter välja';välja;üürima;non-literal;3.47;7.36;6.32;8.4;nom;part;no;yes;0;322547;3285;602
1266;non-literal;3.33;'clemmesen tarvis üürima oma karlova ridaelamuboks välja pankrotihaldur arno mägi';välja;üürima;non-literal;5;6.54;5.99;7.3;nom;gen;no;yes;0;322547;3285;602
1267;non-literal;3.33;'tema olema odav hind eest välja üürima';välja;üürima;non-literal;2.9;5.89;0;0;nosubj;noobj;0;0;0;322547;3285;602
1268;non-literal;3.33;'mees mõistma et raha teenimine pidama võimalikult palju ruum välja üürima';välja;üürima;non-literal;3.49;6.82;0;5.65;nosubj;part;no;0;0;322547;3285;602
1269;non-literal;3.33;'aga luik üürima toompea kodu välja ja elama ise pirita-kose';välja;üürima;non-literal;4.3;7;8.36;6.85;nom;gen;no;yes;0;322547;3285;602
1270;literal;0;'ka härra peatoimetaja isiklikult pistma pea kabinetiuks vahelt välja ja küsima mis lahti';välja;pistma;literal;4.02;6.97;7.01;8.42;nom;gen;no;yes;abl;322547;7454;402
1271;non-literal;5;'päike paistma nina välja ja nool jätkama arutelu';välja;pistma;non-literal;5.13;7.14;8.32;8.56;nom;gen;no;no;0;322547;7454;402
1272;non-literal;3.33;'juuli august pistma laine oma sinakasvalge õis välja aga haruldane vesilobeelia';välja;pistma;non-literal;4.77;6.9;7.59;8.09;nom;nom;no;no;el;322547;7454;402
1273;non-literal;3;'tunduma et jahimehed ei saama asi õigesti aru kui tema iga koer kes koduvärav juurest nina välja pistma hulkuv tunnistama ja maha kõmmutama';välja;pistma;non-literal;3.57;6.21;1.42;8.56;nom;gen;no;yes;el;322547;7454;402
1274;literal;0;'kõigepealt pistma tüdruk jalg oma konts muld välja siis kasvama jalg ja kogu muu krempel';välja;pistma;literal;4.51;7.5;8.73;7.19;nom;nom;no;no;el;322547;7454;402
1275;literal;0;'laps nälgima pistma irina mihhailovna pea köök välja';välja;pistma;non-literal;6.58;7.77;6.93;8.42;nom;gen;no;yes;el;322547;7454;402
1276;non-literal;5;'mai pistma oma nina välja kohvik esimene päikesevarjumütsak';välja;pistma;non-literal;5.12;7.4;0;8.56;nom;nom;no;no;0;322547;7454;402
1277;literal;0;'kui mina vein lonksama pistma tema nina pikk põu välja ja lakkuma kiiresti mina veiniklaas oma osa';välja;pistma;non-literal;4.35;6.92;3.27;8.56;nom;gen;no;yes;el;322547;7454;402
1278;literal;0;'see pistma üllatunult pea välja ja kokk saama kilpkonn kätte';välja;pistma;non-literal;4.27;8.24;2.13;8.42;nom;gen;no;yes;0;322547;7454;402
1279;literal;0;'uks minema pisut praokile ja koos ülakeha pistma pea välja keskealine naisterahvas';välja;pistma;literal;5.1;7.94;6.37;8.42;nom;gen;no;yes;0;322547;7454;402
1280;non-literal;4.33;'bay mälu järgi olema fuckhead ainult üks epiteet mis connery 2tunnine elav vaidlus käigus välja paiskama';välja;paiskama;non-literal;3.32;3.66;6.92;2.34;nom;part;no;yes;0;322547;4392;267
1281;non-literal;4.33;'tookord võima rõõm saama see et raadio äkki iseenesest mängima hakkama ja paiskama ise välja muusika';välja;paiskama;non-literal;2.59;5.32;7.78;6.89;nom;part;no;no;el;322547;4392;267
